source_bom,target_bom
BOM-Trial C_70EC01-003,
BOM-P1136-001,
BOM-P1603-001,
BOM-MB_6023-003,
BOM-MB_50EP02-001,
BOM-T5035-003,
BOM-T5081-005,
BOM-T5124-004,
BOM-P5120-002,
BOM-t.P2438-002,
BOM-C_8010-003,
BOM-MB_7026-003,
BOM-C_7024-001,
BOM-Trial MB_75H01-005,
BOM-C_EP7003-003,
BOM-t.TDS001-001,
BOM-Trial C_75H01-005,
BOM-T9150-004,
BOM-T8602-008,
BOM-T5114-003,
BOM-P5081-001,
BOM-T5019-002,
BOM-T1158-008,
BOM-T7058-003,
BOM-P5124-001,
BOM-P9150-001,
BOM-T9127-004,
BOM-T4005-003,
BOM-C_70EP02-002,
BOM-P1158-002,
BOM-P7058-001,
BOM-P5019-001,
BOM-T8603-002,
BOM-P5035-001,
BOM-t.T5060-001,
BOM-MB_70253-005,
BOM-C_70253-005,
BOM-P4005-001,
BOM-T5109-002,
BOM-t.T4023-001,
BOM-T4015-008,
BOM-Trial MB_EP7003-003,
BOM-Trial C_EH0039-012,
BOM-MB_4910-003,
BOM-C_4910-003,
BOM-dev.T520-001,
BOM-dev.T521-001,
BOM-Trial MB_60AC02-002,
BOM-Trial FB_60AC02-002,
BOM-P5114-001,
BOM-Trial MB_EH0039-012,
BOM-T5122-003,
BOM-T5080-004,
BOM-Trial MB_60H02-007,
BOM-Trial C_60H02-007,
BOM-TRIAL MB_70AC03-001,
BOM-TRIAL C_70AC03-001,
BOM-Trial C_60AC02-002,
BOM-P5109-001,
BOM-T7059-001,
BOM-t.P5060-001,
BOM-Trial B_70EC01-004,
BOM-Trial FB_70EC01-004,
BOM-P8603-001,
BOM-P7059-001,
BOM-P5122-001,
BOM-P4015-001,
BOM-C_6028-003,
BOM-C_7023-002,
BOM-Trial B_70EC01-005,
BOM-Trial FB_70EC01-005,
BOM-MB_D7024-001,
BOM-t.P4022-001,
BOM-t.P4023-001,
BOM-P5080-002,
BOM-MB_7025-004,
BOM-T5059-002,
BOM-Trial MB_70EC01-005,
BOM-Trial C_70EC01-005,
BOM-MB_70EP02-004,
BOM-C_70EP02-004,
BOM-C_7025-004,
BOM-T4004-003,
BOM-P9127-001,
BOM-T5103-003,
BOM-Trial B_60AC02-002,
BOM-Trial B_40EP01-003,
BOM-Trial FB_40EP01-003,
BOM-TRIAL MB_70AC03-002,
BOM-TRIAL C_70AC03-002,
BOM-C_7026-003,
BOM-T7049-002,
BOM-DEV.T528-001,
BOM-Trial C_85H01-002,
BOM-T1126-002,
BOM-Trial B_55EP01-001,
BOM-Trial FB_55EP01-001,
BOM-dev.P520-001,
BOM-P5059-001,
BOM-dev.P521-001,
BOM-P7049-001,
BOM-Trial MB_55EP01-001,
BOM-Trial B_EP7003-003,
BOM-Trial FB_EP7003-003,
BOM-Trial C_55EP01-001,
BOM-Trial MB_40EP01-003,
BOM-Trial C_40EP01-003,
BOM-P1126-001,
BOM-T1601-002,
BOM-MB_BA0127-001,
BOM-Trial MB_85H01-002,
BOM-Trial MB_90H02-002,
BOM-T1605-004,
BOM-T1135-004,
BOM-Trial B_70EC01-006,
BOM-Trial FB_70EC01-006,
BOM-T204-006,
BOM-T6095 V-005,
BOM-C_8025-004,
BOM-P1601-001,
BOM-T7056-008,
BOM-Trial C_EP7003-003,
BOM-P204-001,
BOM-T4004-004,
BOM-P4004-002,
BOM-P6095 V-001,
BOM-T1602-001,
BOM-Trial MB_4910-004,
BOM-Trial C_4910-004,
BOM-TRIAL MB_70EP02-002,
BOM-Trial C_70EP02-002,
BOM-P1135-001,
BOM-C_BA0127-001,
BOM-TRIAL B_70AC03-002,
BOM-TRIAL FB_70AC03-002,
BOM-Trial B_40EP01-004,
BOM-Trial FB_40EP01-004,
BOM-T6070-004,
BOM-T4006-006,
BOM-Trial MB_6210-001,
BOM-C_6510-003,
BOM-Trial C_6210-001,
BOM-T5132-001,
BOM-T2801-003,
BOM-MB_65101-001,
BOM-C_65101-001,
BOM-TRIAL MB_70EP02-003,
BOM-Trial C_70EP02-003,
BOM-Trial MB_40EP01-004,
BOM-Trial C_40EP01-004,
BOM-P4006-001,
BOM-P2801-001,
BOM-T9141-003,
BOM-MB_85H01-001,
BOM-MB_90H02-001,
BOM-Trial B_70EC01-007,
BOM-Trial FB_70EC01-007,
BOM-T9143-006,
BOM-P5132-001,
BOM-T2437-001,
BOM-T8601-006,
BOM-C_90H02-001,
BOM-C_85H01-001,
BOM-T2439-007,
BOM-TRIAL MB_70EP02-004,
BOM-MB_BG0083v2-001,
BOM-FB_BG0083v2-001,
BOM-MB_90NVC01-004,
BOM-C_90NVC01-004,
BOM-Trial B_BG0083-001,
BOM-Trial C_70EP02-004,
BOM-Trial FB_BG0083-001,
BOM-Trial B_BG0098-001,
BOM-Trial FB_BG0098-001,
BOM-t.T5060-002,
BOM-Trial MB_BG0098-001,
BOM-Trial C_BG0098-001,
BOM-Trial MB_BG0083-001,
BOM-Trial C_BG0083-001,
BOM-Trial MB_70EC01-007,
BOM-Trial C_70EC01-007,
BOM-T2437-002,
BOM-MB_6028-003,
BOM-T5131 A-001,
BOM-MB_EH0039-008,
BOM-P8601-001,
BOM-P5131 A-001,
BOM-T6100-002,
BOM-C_6523-003,
BOM-C_EH0039-008,
BOM-MB_75H01-003,
BOM-Trial B_60AC02-003,
BOM-Trial FB_60AC02-003,
BOM-Trial B_6028-001,
BOM-Trial FB_6028-001,
BOM-Trial B_75H03-001,
BOM-Trial FB_75H03-001,
BOM-T4012 TI-005,
BOM-T5051-002,
BOM-Trial MB_75H03-001,
BOM-Trial C_75H03-001,
BOM-C_75H01-004,
BOM-P4012-001,
BOM-MB_75H01-004,
BOM-Trial B_55EP01-003,
BOM-Trial FB_55EP01-003,
BOM-C_80V01-001,
BOM-Trial MB_60AC02-003,
BOM-Trial MB_6028-002,
BOM-Trial C_60AC02-003,
BOM-Trial C_6028-002,
BOM-T6095 H-004,
BOM-T6090 H-003,
BOM-t.T9166-001,
BOM-t.P9166-001,
BOM-Trial MB_55EP01-003,
BOM-Trial C_55EP01-003,
BOM-T8402-004,
BOM-P5051-002,
BOM-P4012-002,
BOM-MB_75H01-005,
BOM-C_75H01-005,
BOM-T7010-009,
BOM-Trial MB_EH0039-014,
BOM-Trial C_EH0039-014,
BOM-Trial B_65EP02-005,
BOM-Trial FB_65EP02-005,
BOM-P2437-001,
BOM-Trial FB_60F03-002,
BOM-Trial MB_65EP02-005,
BOM-Trial C_60F03-002,
BOM-Trial C_65EP02-005,
BOM-T1113-002,
BOM-MB_6210-003,
BOM-C_6210-003,
BOM-T5082-006,
BOM-T5083-006,
BOM-T5053-002,
BOM-Trial C_70EP07-004,
BOM-T5214-001,
BOM-C_6025-004,
BOM-P1113-001,
BOM-P5082-001,
BOM-T4010-005,
BOM-T4011-006,
BOM-T5083-005,
BOM-T4011-007,
BOM-T5121-004,
BOM-TDS002-002,
BOM-P7010-001,
BOM-T5097-002,
BOM-TDS001-003,
BOM-C_5022-003,
BOM-P4011-001,
BOM-P4010-001,
BOM-P5097-001,
BOM-Trial MB_70103-008,
BOM-Trial MB_EH0039-015,
BOM-Trial C_EH0039-015,
BOM-Trial C_70103-008,
BOM-P8402-002,
BOM-T9054-004,
BOM-P5053-001,
BOM-T9144-006,
BOM-MB_6060-003,
BOM-P9144-005,
BOM-T1139-005,
BOM-MB_6523-003,
BOM-T5086-005,
BOM-MB_8010-003,
BOM-T7035-004,
BOM-T5115-007,
BOM-T5401-003,
BOM-T5085-005,
BOM-Trial MB_70EP06-001,
BOM-P1139-001,
BOM-Trial C_70EP06-001,
BOM-P9054-001,
BOM-P5214-001,
BOM-Trial MB_7025-005,
BOM-Trial C_7025-005,
BOM-P7035-001,
BOM-P9143-001,
BOM-P5401-001,
BOM-T5001-006,
BOM-T7057-004,
BOM-TBH001-001,
BOM-T7039-005,
BOM-P7039-001,
BOM-PBH001-001,
BOM-C_4910-004,
BOM-MB_50EP02-002,
BOM-MB_60103-004,
BOM-t.T5044-001,
BOM-MB_70103-004,
BOM-C_60103-004,
BOM-C_50EP02-002,
BOM-t.P5044-001,
BOM-C_70103-005,
BOM-MB_EP7003-005,
BOM-TRIAL MB_60H01-001,
BOM-TRIAL C_60H01-001,
BOM-Trial MB_DH0128-010,
BOM-TRIAL C_DH0128-010,
BOM-T1137-003,
BOM-Trial B_70103-008,
BOM-Trial FB_70103-008,
BOM-C_7040-004,
BOM-Trial B_70EP06-002,
BOM-Trial FB_70EP06-002,
BOM-C_70V02-001,
BOM-C_DH0128-005,
BOM-T5072-005,
BOM-Trial MB_DH0128-011,
BOM-TRIAL C_DH0128-011,
BOM-MB_8025-004,
BOM-MB_70104-004,
BOM-P5072-002,
BOM-T5055-002,
BOM-C_70104-004,
BOM-Trial MB_70EP06-002,
BOM-Trial C_70EP06-002,
BOM-t.T3402-001,
BOM-TRIAL MB_70AC03-003,
BOM-P5055-001,
BOM-T6090 V-004,
BOM-P1137-001,
BOM-MB_4910-004,
BOM-T5111-001,
BOM-Trial C_70256-001,
BOM-MB_5022-003,
BOM-MB_90NVC01-006,
BOM-C_90NVC01-006,
BOM-t.P3402-001,
BOM-MB_8010-004,
BOM-MB_75H02-003,
BOM-P6090 V-001,
BOM-B_40EP01-001,
BOM-FB_40EP01-001,
BOM-C_8010-004,
BOM-T8606-001,
BOM-C_75H02-003,
BOM-P5111-001,
BOM-MB_40EP01-001,
BOM-P8606-001,
BOM-T7010-008,
BOM-Trial MB_50EP01-001,
BOM-Trial C_50EP01-001,
BOM-C_40EP01-001,
BOM-t.T1177-001,
BOM-t.T4025-002,
BOM-Trial MB_90N02-001,
BOM-Trial C_90N02-001,
BOM-Trial B_60AC02-004,
BOM-Trial FB_60AC02-004,
BOM-T4020-001,
BOM-Trial MB_60AC02-004,
BOM-Trial C_60AC02-004,
BOM-MB_70EP07-004,
BOM-MB_6025-004,
BOM-C_EP7003-005,
BOM-t.P4025-001,
BOM-Trial MB_EH0039-016,
BOM-Trial C_EH0039-016,
BOM-C_70EP07-004,
BOM-t.T4024-001,
BOM-T9168-002,
BOM-T9167-005,
BOM-MB_6510-004,
BOM-MB_65101-002,
BOM-Trial FB_60F03-003,
BOM-C_6510-004,
BOM-T9143-007,
BOM-Trial MB_90N02-002,
BOM-Trial C_90N02-002,
BOM-Trial C_60F03-003,
BOM-Trial B_60H03-002,
BOM-Trial FB_60H03-002,
BOM-Trial MB_40EP01-005,
BOM-Trial C_40EP01-005,
BOM-T8605-001,
BOM-MB_6024-002,
BOM-T8605-002,
BOM-DEV.T612-001,
BOM-P8605-001,
BOM-TRIAL C_70AC03-003,
BOM-Trial MB_60H03-002,
BOM-TRIAL MB_70EP02-005,
BOM-Trial C_70EP02-005,
BOM-Trial C_60H03-002,
BOM-t.T4012-002,
BOM-P4020-001,
BOM-B_7022-003,
BOM-B_70103-003,
BOM-FB_9023-003,
BOM-FB_6023-003,
BOM-Trial B_70EC01-002,
BOM-Trial FB_70EC01-002,
BOM-B_69221-003,
BOM-FB_6122-002,
BOM-Trial B_75H01-003,
BOM-Trial FB_75H01-003,
BOM-FB_69221-003,
BOM-FB_8023-003,
BOM-TRIAL B_DH0128-008,
BOM-Trial B_6025-003,
BOM-Trial FB_6025-003,
BOM-B_70104-003,
BOM-B_8023-003,
BOM-TRIAL FB_DH0128-008,
BOM-TRIAL B_70EP02-001,
BOM-TRIAL FB_70EP02-001,
BOM-B_9023-003,
BOM-B_6023-003,
BOM-FB_70104-003,
BOM-Trial FB_90H02-002,
BOM-B_50EP02-001,
BOM-FB_50EP02-001,
BOM-Trial FB_6540-003,
BOM-Trial FB_7040-001,
BOM-FB_60F01-002,
BOM-FB_7580-003,
BOM-Trial B_70EC01-003,
BOM-Trial FB_70EC01-003,
BOM-FB_6060-003,
BOM-Trial B_75H01-005,
BOM-Trial FB_75H01-005,
BOM-B_7026-003,
BOM-FB_8010-003,
BOM-FB_7024-001,
BOM-B_70EP02-002,
BOM-Trial FB_EP7003-006,
BOM-FB_EP7003-003,
BOM-FB_70EP02-002,
BOM-B_70253-005,
BOM-Trial B_EP7003-006,
BOM-FB_70253-005,
BOM-Trial B_EH0039-012,
BOM-Trial FB_EH0039-012,
BOM-Trial B_60H02-007,
BOM-Trial FB_60H02-007,
BOM-B_4910-003,
BOM-FB_4910-003,
BOM-TRIAL FB_70AC03-001,
BOM-TRIAL B_70AC03-001,
BOM-B_5022-003,
BOM-B_7024-001,
BOM-B_70EP02-004,
BOM-FB_70EP02-004,
BOM-Trial FB_7040-005,
BOM-Trial FB_6540-008,
BOM-Trial FB_6540-007,
BOM-FB_7023-001,
BOM-FB_6028-003,
BOM-B_7025-004,
BOM-FB_7025-004,
BOM-FB_7026-003,
BOM-Trial FB_85H01-002,
BOM-Trial B_85H01-002,
BOM-Trial B_90H02-002,
BOM-F5001-002,
BOM-F5013-001,
BOM-F7006-003,
BOM-B_BA0127-001,
BOM-FB_8025-004,
BOM-Trial B_4910-004,
BOM-F1152-002,
BOM-FDS002-001,
BOM-FDS001-001,
BOM-F8601-002,
BOM-F4015-002,
BOM-F7056-002,
BOM-F8602-003,
BOM-F5115-001,
BOM-F5045-002,
BOM-F5044-009,
BOM-t.F4022-001,
BOM-F2439-002,
BOM-t.F5060-001,
BOM-Trial B_6210-001,
BOM-Trial FB_6210-001,
BOM-TRIAL B_70EP02-002,
BOM-TRIAL FB_70EP02-002,
BOM-F204-001,
BOM-FB_BA0127-001,
BOM-FB_6510-003,
BOM-FB_65101-001,
BOM-TRIAL B_70EP02-003,
BOM-TRIAL FB_70EP02-003,
BOM-F5003-002,
BOM-F5121-003,
BOM-F5002-005,
BOM-F5035-005,
BOM-F5041-001,
BOM-F5114-001,
BOM-F5060-006,
BOM-F9150-001,
BOM-F4004-002,
BOM-F7049-001,
BOM-t.F4007-001,
BOM-F9127-001,
BOM-F5083-001,
BOM-F1603-001,
BOM-F7034-001,
BOM-F5029-001,
BOM-F5050-004,
BOM-F1113-001,
BOM-F1137-001,
BOM-F6070-001,
BOM-F6095 V-001,
BOM-F1136-001,
BOM-F5116-003,
BOM-F6075-001,
BOM-B_90H02-001,
BOM-B_85H01-001,
BOM-F1158-004,
BOM-F6080-002,
BOM-F5125-003,
BOM-F5039-003,
BOM-F5061-007,
BOM-F5059-004,
BOM-F6100-004,
BOM-F1604-001,
BOM-F1126-001,
BOM-F5131 A-002,
BOM-F5046-005,
BOM-F5072-001,
BOM-F5024-002,
BOM-F5120-002,
BOM-F5027-001,
BOM-F5130-002,
BOM-F5117-002,
BOM-F9028-001,
BOM-F1101-001,
BOM-F5042-003,
BOM-F6090 V-001,
BOM-F5051-001,
BOM-F2801-001,
BOM-F5102-003,
BOM-FB_EH0039-008,
BOM-FB_85H01-001,
BOM-FB_90H02-001,
BOM-F4007-001,
BOM-F5118-005,
BOM-F1606-001,
BOM-F6095 H-001,
BOM-F5085-005,
BOM-F5122-002,
BOM-F1601-001,
BOM-F4005-002,
BOM-F1605-001,
BOM-F5086-005,
BOM-F9149-001,
BOM-F5036-001,
BOM-F5113-004,
BOM-F7046-001,
BOM-F9027-001,
BOM-FBH001-001,
BOM-F5129-001,
BOM-F9143-001,
BOM-TRIAL B_70EP02-004,
BOM-TRIAL FB_70EP02-004,
BOM-F5080-001,
BOM-F1602-001,
BOM-F3401-002,
BOM-F9151-001,
BOM-F5133-002,
BOM-F9141-001,
BOM-F4006-002,
BOM-B_90NVC01-004,
BOM-FB_90NVC01-004,
BOM-F5103-005,
BOM-F9144-001,
BOM-F5097-001,
BOM-F1168-001,
BOM-F9054-001,
BOM-F5071-002,
BOM-F7047-001,
BOM-F8603-001,
BOM-F1139-001,
BOM-t.F8606-001,
BOM-F5043-001,
BOM-F1135-001,
BOM-F1169-001,
BOM-F5124-001,
BOM-F6090 H-002,
BOM-B_6028-003,
BOM-B_EH0039-008,
BOM-FB_6523-003,
BOM-B_75H01-004,
BOM-F5112-001,
BOM-FB_75H01-003,
BOM-FB_75H01-004,
BOM-F5082-001,
BOM-Trial FB_6028-002,
BOM-FB_80V01-001,
BOM-F5107-003,
BOM-F4012-005,
BOM-MSPA 2437-001,
BOM-F7035-005,
BOM-B_75H01-005,
BOM-F4012-001,
BOM-F5109-001,
BOM-FB_75H01-005,
BOM-Trial B_EH0039-014,
BOM-Trial FB_EH0039-014,
BOM-F5052-001,
BOM-Trial B_EH0039-015,
BOM-Trial FB_EH0039-015,
BOM-F7058-001,
BOM-F7059-001,
BOM-B_6210-001,
BOM-B_6210-003,
BOM-FB_6210-001,
BOM-FB_6210-003,
BOM-Trial FB_70EP07-004,
BOM-FB_6025-003,
BOM-FB_5022-003,
BOM-F9164-001,
BOM-F7010-001,
BOM-F4011-001,
BOM-F4010-001,
BOM-TRIAL B_DH0128-009,
BOM-TRIAL FB_DH0128-009,
BOM-B_6060-003,
BOM-FB_2222 CLEANING COMPOUND-001,
BOM-B_6523-003,
BOM-FB_2222 CLEANING COMPOUND-002,
BOM-B_8010-003,
BOM-F8402-002,
BOM-F5053-002,
BOM-Trial B_70EP06-001,
BOM-Trial FB_70EP06-001,
BOM-Trial B_7025-004,
BOM-Trial FB_7025-004,
BOM-Trial FB_7025-005,
BOM-Trial B_7025-005,
BOM-B_EP7003-006,
BOM-F5401-001,
BOM-B_70103-004,
BOM-FB_70103-004,
BOM-TRIAL B_DH0128-010,
BOM-TRIAL FB_DH0128-010,
BOM-Trial B_60H01-001,
BOM-TRIAL FB_60H01-001,
BOM-FB_50EP02-004,
BOM-B_60103-004,
BOM-FB_60103-004,
BOM-B_70104-004,
BOM-TRIAL FB_DH0128-011,
BOM-TRIAL B_DH0128-011,
BOM-B_8025-004,
BOM-FB_7040-007,
BOM-FB_70V02-001,
BOM-B_75H02-001,
BOM-B_80255-003,
BOM-FB_DH0128-003,
BOM-t.F5044-001,
BOM-FB_70104-004,
BOM-F2437-002,
BOM-TRIAL B_70AC03-003,
BOM-TRIAL FB_70AC03-003,
BOM-B_4910-004,
BOM-FB_70EP07-004,
BOM-FB_4910-004,
BOM-F5081-001,
BOM-B_90NVC01-005,
BOM-FB_90NVC01-005,
BOM-B_90NVC01-006,
BOM-FB_90NVC01-006,
BOM-TRIAL FB_70256-001,
BOM-B_75H02-002,
BOM-FB_75H02-002,
BOM-B_8010-004,
BOM-FB_8010-004,
BOM-F5132-001,
BOM-Trial B_50EP01-001,
BOM-Trial FB_50EP01-001,
BOM-B_70EP07-004,
BOM-Trial B_EH0039-016,
BOM-Trial FB_EH0039-016,
BOM-Trial B_90N02-001,
BOM-Trial FB_90N02-001,
BOM-B_70256-003,
BOM-B_50EP02-004,
BOM-B_65101-003,
BOM-B_6510-005,
BOM-B_70256-004,
BOM-FB_80V01-002,
BOM-t.F3402-001,
BOM-Trial B_40EP01-005,
BOM-Trial FB_40EP01-005,
BOM-B_6025-003,
BOM-FB_EP7003-005,
BOM-t.F4025-001,
BOM-Trial B_90N02-002,
BOM-Trial FB_90N02-002,
BOM-FB_6510-004,
BOM-B_6024-002,
BOM-TRIAL B_70EP02-005,
BOM-TRIAL FB_70EP02-005,
BOM-F8605-001,
BOM-TRIAL B_70AC03-004,
BOM-TRIAL FB_70AC03-004,
