source_work_order,target_work_order
MFG-WO-25-26-00189-1,
MFG-WO-25-26-00188-1,
MFG-WO-2025-14688,
MFG-WO-25-26-00210,
MFG-WO-25-26-00211,
MFG-WO-25-26-00200,
MFG-WO-25-26-00216,
MFG-WO-25-26-00209,
MFG-WO-25-26-00202,
MFG-WO-25-26-00201,
MFG-WO-25-26-00223-1,
MFG-WO-25-26-00204,
MFG-WO-25-26-00203,
MFG-WO-25-26-00224,
MFG-WO-25-26-00225,
MFG-WO-25-26-00206,
MFG-WO-25-26-00205,
MFG-WO-25-26-00248,
MFG-WO-25-26-00250,
MFG-WO-25-26-00246,
MFG-WO-25-26-00244,
MFG-WO-25-26-00247,
MFG-WO-25-26-00375,
MFG-WO-25-26-00383,
MFG-WO-25-26-00379,
MFG-WO-25-26-00381,
MFG-WO-25-26-00207,
MFG-WO-25-26-00249,
MFG-WO-25-26-00208,
MFG-WO-25-26-00388,
MFG-WO-25-26-00377,
MFG-WO-25-26-00378,
MFG-WO-25-26-00376,
MFG-WO-25-26-00380,
MFG-WO-25-26-00398,
MFG-WO-25-26-00389,
MFG-WO-2025-15109,
MFG-WO-25-26-00587,
MFG-WO-25-26-00585,
MFG-WO-25-26-00626,
MFG-WO-25-26-00631,
MFG-WO-2025-03635,
MFG-WO-25-26-00399,
MFG-WO-25-26-00382,
MFG-WO-25-26-00390,
MFG-WO-25-26-00627,
MFG-WO-25-26-00641,
MFG-WO-25-26-00643,
MFG-WO-25-26-00642,
MFG-WO-25-26-00662,
MFG-WO-25-26-00637,
MFG-WO-25-26-00638,
MFG-WO-25-26-00687,
MFG-WO-25-26-00644,
MFG-WO-2025-03636,
MFG-WO-25-26-00688,
MFG-WO-25-26-00692,
MFG-WO-25-26-00709,
MFG-WO-25-26-00712,
MFG-WO-25-26-00635,
MFG-WO-25-26-00636,
MFG-WO-25-26-00722,
MFG-WO-2025-15941,
MFG-WO-25-26-00723,
MFG-WO-25-26-00738,
MFG-WO-25-26-00739,
MFG-WO-2025-15904,
MFG-WO-25-26-00740,
MFG-WO-2025-15905,
MFG-WO-25-26-00790,
MFG-WO-25-26-00786,
MFG-WO-25-26-00792,
MFG-WO-25-26-00791,
MFG-WO-2025-16077,
MFG-WO-2025-16076,
MFG-WO-25-26-00829,
MFG-WO-25-26-00830,
MFG-WO-25-26-00888,
MFG-WO-25-26-00890,
MFG-WO-25-26-00889,
MFG-WO-25-26-00855,
MFG-WO-25-26-00961,
MFG-WO-25-26-01106,
MFG-WO-25-26-01105,
MFG-WO-25-26-01107-1,
MFG-WO-25-26-01110,
MFG-WO-25-26-01108-1,
MFG-WO-25-26-01109-2,
MFG-WO-25-26-01702,
MFG-WO-25-26-01701,
MFG-WO-25-26-01682,
MFG-WO-25-26-02058,
MFG-WO-2025-02165,
MFG-WO-25-26-02087,
MFG-WO-25-26-02086,
MFG-WO-25-26-01685,
MFG-WO-25-26-02239,
MFG-WO-25-26-02240,
MFG-WO-25-26-02805,
MFG-WO-25-26-02803,
MFG-WO-2025-16366,
MFG-WO-2025-16365,
MFG-WO-2025-16523,
MFG-WO-2025-16583,
MFG-WO-2025-16611,
MFG-WO-2025-16609,
MFG-WO-25-26-02841,
MFG-WO-25-26-02842,
MFG-WO-25-26-02844,
MFG-WO-25-26-02845,
MFG-WO-25-26-02843,
MFG-WO-25-26-02846,
MFG-WO-25-26-02990,
MFG-WO-25-26-02991,
MFG-WO-25-26-03097,
MFG-WO-25-26-03099,
MFG-WO-25-26-03098-1,
MFG-WO-25-26-03163,
MFG-WO-25-26-03170,
MFG-WO-25-26-03112,
MFG-WO-25-26-03186,
MFG-WO-25-26-03166,
MFG-WO-25-26-03167,
MFG-WO-25-26-03187,
MFG-WO-25-26-03189,
MFG-WO-25-26-03165,
MFG-WO-25-26-03214-1,
MFG-WO-25-26-03235,
MFG-WO-2025-17071-1,
MFG-WO-2025-17072,
MFG-WO-2025-17064,
MFG-WO-2025-17065,
MFG-WO-2025-17067,
MFG-WO-25-26-03236-1,
MFG-WO-25-26-03260,
MFG-WO-25-26-03314,
MFG-WO-25-26-03315,
MFG-WO-25-26-03345,
MFG-WO-25-26-03369,
MFG-WO-25-26-03368,
MFG-WO-2025-17190,
MFG-WO-2025-17192,
MFG-WO-25-26-03417,
MFG-WO-25-26-03445,
MFG-WO-25-26-03444,
MFG-WO-25-26-03438,
MFG-WO-25-26-03446,
MFG-WO-25-26-03443,
MFG-WO-25-26-03439,
MFG-WO-25-26-03442-1,
MFG-WO-25-26-03450-1,
MFG-WO-25-26-03538,
MFG-WO-25-26-03537,
MFG-WO-25-26-03441,
MFG-WO-25-26-03536,
MFG-WO-25-26-03612,
MFG-WO-25-26-03613,
MFG-WO-25-26-03650,
MFG-WO-25-26-03669,
MFG-WO-25-26-03670,
MFG-WO-25-26-03672,
MFG-WO-25-26-03671,
MFG-WO-25-26-03781,
MFG-WO-25-26-03782,
MFG-WO-25-26-03784,
MFG-WO-25-26-03786,
MFG-WO-25-26-03783,
MFG-WO-25-26-03865,
MFG-WO-25-26-03790,
MFG-WO-25-26-03791,
MFG-WO-25-26-03785,
MFG-WO-25-26-03506,
MFG-WO-2025-18069,
MFG-WO-2025-18070,
MFG-WO-2025-18096-1,
MFG-WO-25-26-03928-1,
MFG-WO-25-26-03926,
MFG-WO-25-26-03930,
MFG-WO-25-26-03866,
MFG-WO-25-26-03929-1,
MFG-WO-25-26-03991,
MFG-WO-25-26-03992,
MFG-WO-25-26-03993,
MFG-WO-25-26-03989-1,
MFG-WO-25-26-03995-1,
MFG-WO-25-26-03994-1,
MFG-WO-25-26-04079,
MFG-WO-25-26-03990,
MFG-WO-25-26-04078,
MFG-WO-25-26-04089,
MFG-WO-25-26-04088-1,
MFG-WO-25-26-04113-1,
MFG-WO-25-26-04155,
MFG-WO-25-26-04156,
MFG-WO-25-26-04160,
MFG-WO-25-26-04158,
MFG-WO-25-26-04157,
MFG-WO-25-26-04278,
MFG-WO-25-26-04279,
MFG-WO-25-26-04159,
MFG-WO-25-26-04162,
MFG-WO-2024-55974,
MFG-WO-2025-01842,
MFG-WO-25-26-04344,
MFG-WO-25-26-04347,
MFG-WO-25-26-04346,
MFG-WO-25-26-04345,
MFG-WO-25-26-04389,
MFG-WO-25-26-04390,
MFG-WO-25-26-04391,
MFG-WO-25-26-04433,
MFG-WO-25-26-04435,
MFG-WO-25-26-04434,
MFG-WO-25-26-04458,
MFG-WO-25-26-04436,
MFG-WO-25-26-04625,
MFG-WO-25-26-04626,
MFG-WO-25-26-04627,
MFG-WO-25-26-04628,
MFG-WO-2025-19057-1,
MFG-WO-2025-19157-1,
MFG-WO-25-26-04641,
MFG-WO-25-26-04644,
MFG-WO-25-26-04632,
MFG-WO-25-26-04631,
MFG-WO-25-26-04642,
MFG-WO-25-26-04758,
MFG-WO-25-26-04759,
MFG-WO-25-26-04762,
MFG-WO-25-26-04780,
MFG-WO-25-26-04760-1,
MFG-WO-25-26-04629-1,
MFG-WO-25-26-04794,
MFG-WO-25-26-04797,
MFG-WO-25-26-04781,
MFG-WO-25-26-04816,
MFG-WO-25-26-04832,
MFG-WO-25-26-04830,
MFG-WO-25-26-04831,
MFG-WO-25-26-04817,
MFG-WO-25-26-04633,
MFG-WO-25-26-04918,
MFG-WO-25-26-04924,
MFG-WO-25-26-04923-2,
MFG-WO-25-26-04919,
MFG-WO-25-26-04979,
MFG-WO-25-26-04978,
MFG-WO-25-26-04456,
MFG-WO-25-26-04981,
MFG-WO-25-26-04983,
MFG-WO-25-26-04982,
MFG-WO-25-26-05046,
MFG-WO-25-26-05045,
MFG-WO-25-26-05044,
MFG-WO-25-26-05056,
MFG-WO-25-26-05057,
MFG-WO-2025-19078-1,
MFG-WO-25-26-05086,
MFG-WO-25-26-05087,
MFG-WO-25-26-05089,
MFG-WO-25-26-05146-1,
MFG-WO-25-26-05147-1,
MFG-WO-2025-20192,
MFG-WO-2025-20197-1,
MFG-WO-2025-20199-1,
MFG-WO-2025-20196,
MFG-WO-25-26-05215,
MFG-WO-25-26-05250,
MFG-WO-25-26-05249,
MFG-WO-25-26-05292,
MFG-WO-25-26-05289,
MFG-WO-25-26-05290,
MFG-WO-25-26-05414,
MFG-WO-25-26-05412,
MFG-WO-25-26-05417,
MFG-WO-25-26-05415,
MFG-WO-25-26-05413,
MFG-WO-25-26-05452,
MFG-WO-25-26-05481,
MFG-WO-25-26-05483,
MFG-WO-25-26-05485,
MFG-WO-25-26-05589,
MFG-WO-25-26-05597,
MFG-WO-25-26-05590,
MFG-WO-25-26-04761,
MFG-WO-25-26-05557,
MFG-WO-25-26-05558,
MFG-WO-25-26-05482,
MFG-WO-25-26-05418,
MFG-WO-25-26-05664,
MFG-WO-25-26-05661-1,
MFG-WO-25-26-05662,
MFG-WO-25-26-05663,
MFG-WO-25-26-05507,
MFG-WO-25-26-05509,
MFG-WO-25-26-05720,
MFG-WO-25-26-05484,
MFG-WO-25-26-05719,
MFG-WO-25-26-05721,
MFG-WO-25-26-05723,
MFG-WO-25-26-05718,
MFG-WO-25-26-05729,
MFG-WO-25-26-05725,
MFG-WO-25-26-05765,
MFG-WO-25-26-05766,
MFG-WO-25-26-05785,
MFG-WO-25-26-05764,
MFG-WO-25-26-05762,
MFG-WO-25-26-05763,
MFG-WO-25-26-05761,
MFG-WO-25-26-05798,
MFG-WO-25-26-05794,
MFG-WO-25-26-05802,
MFG-WO-25-26-05807,
MFG-WO-25-26-05808,
MFG-WO-25-26-05846,
MFG-WO-25-26-05845,
MFG-WO-25-26-05810,
MFG-WO-25-26-05811,
MFG-WO-25-26-05895-1,
MFG-WO-25-26-05800,
MFG-WO-25-26-05894,
MFG-WO-25-26-05809,
MFG-WO-25-26-05905,
MFG-WO-25-26-05903,
MFG-WO-25-26-05904,
MFG-WO-25-26-05910,
MFG-WO-2025-21571,
MFG-WO-2025-21572,
MFG-WO-2025-21625,
MFG-WO-2025-21627,
MFG-WO-25-26-06009,
MFG-WO-25-26-06013,
MFG-WO-25-26-06076,
MFG-WO-25-26-06079,
MFG-WO-25-26-06080,
MFG-WO-25-26-06074,
MFG-WO-25-26-06075,
MFG-WO-25-26-06010,
MFG-WO-25-26-06078-1,
MFG-WO-2025-21871,
MFG-WO-25-26-06011,
MFG-WO-25-26-06077,
MFG-WO-25-26-06181,
MFG-WO-25-26-06182,
MFG-WO-25-26-06184,
MFG-WO-25-26-06183-1,
MFG-WO-25-26-06082,
MFG-WO-2025-21872,
MFG-WO-25-26-06195,
MFG-WO-25-26-06196,
MFG-WO-25-26-06197,
MFG-WO-25-26-06204,
MFG-WO-25-26-06208,
MFG-WO-25-26-06206,
MFG-WO-25-26-06209-1,
MFG-WO-25-26-06205,
MFG-WO-25-26-06268,
MFG-WO-25-26-06259,
MFG-WO-25-26-06264,
MFG-WO-25-26-06265,
MFG-WO-25-26-06300,
MFG-WO-25-26-06292,
MFG-WO-25-26-06293,
MFG-WO-25-26-06266,
MFG-WO-25-26-06267,
MFG-WO-25-26-06362,
MFG-WO-25-26-06361,
MFG-WO-25-26-06260,
MFG-WO-25-26-06378,
MFG-WO-25-26-06368,
MFG-WO-25-26-06382,
MFG-WO-25-26-06384,
MFG-WO-25-26-06376,
MFG-WO-25-26-06371,
MFG-WO-25-26-06374,
MFG-WO-25-26-06377,
MFG-WO-25-26-06383,
MFG-WO-25-26-06373,
MFG-WO-25-26-06482-1,
MFG-WO-25-26-06483,
MFG-WO-25-26-06485-1,
MFG-WO-25-26-06484,
MFG-WO-2025-22787,
MFG-WO-25-26-06548,
MFG-WO-25-26-06549,
MFG-WO-25-26-06552,
MFG-WO-25-26-06554,
MFG-WO-25-26-06561,
MFG-WO-25-26-06560,
MFG-WO-25-26-06591,
MFG-WO-25-26-06581,
MFG-WO-25-26-06582,
MFG-WO-25-26-06601,
MFG-WO-25-26-06580,
MFG-WO-25-26-06611,
MFG-WO-25-26-06610,
MFG-WO-25-26-06617,
MFG-WO-25-26-06618,
MFG-WO-2025-23013,
MFG-WO-25-26-06608,
MFG-WO-25-26-06609,
MFG-WO-2025-23130,
MFG-WO-2025-23129,
MFG-WO-25-26-06633,
MFG-WO-25-26-06613,
MFG-WO-25-26-06660,
MFG-WO-25-26-06631,
MFG-WO-25-26-06699,
MFG-WO-25-26-06708,
MFG-WO-25-26-06700-1,
MFG-WO-25-26-06630,
MFG-WO-25-26-06722,
MFG-WO-25-26-06719,
MFG-WO-25-26-06752,
MFG-WO-25-26-06553,
MFG-WO-25-26-06709,
MFG-WO-25-26-06789,
MFG-WO-25-26-06791,
MFG-WO-25-26-06790,
MFG-WO-25-26-06801,
MFG-WO-25-26-06802,
MFG-WO-25-26-06858,
MFG-WO-25-26-06859,
MFG-WO-25-26-06720,
MFG-WO-25-26-06849,
MFG-WO-25-26-06851,
MFG-WO-25-26-06852,
MFG-WO-25-26-06854,
MFG-WO-25-26-06857,
MFG-WO-25-26-06856-1,
MFG-WO-25-26-06868,
MFG-WO-25-26-06866,
MFG-WO-2025-23014,
MFG-WO-25-26-06813,
MFG-WO-25-26-06815,
MFG-WO-25-26-06855-1,
MFG-WO-25-26-06867,
MFG-WO-25-26-06909,
MFG-WO-25-26-06869,
MFG-WO-25-26-06908,
MFG-WO-25-26-06907-1,
MFG-WO-25-26-06721,
MFG-WO-25-26-06910,
MFG-WO-25-26-06906,
MFG-WO-25-26-06911,
MFG-WO-25-26-06912,
MFG-WO-25-26-06931,
MFG-WO-25-26-06934,
MFG-WO-25-26-06933,
MFG-WO-25-26-06930,
MFG-WO-25-26-06812,
MFG-WO-25-26-06811,
MFG-WO-25-26-06958,
MFG-WO-25-26-07009,
MFG-WO-25-26-06932,
MFG-WO-2025-24022,
MFG-WO-25-26-07014,
MFG-WO-2025-24023,
MFG-WO-25-26-07013,
MFG-WO-25-26-07032,
MFG-WO-25-26-07047,
MFG-WO-25-26-07079,
MFG-WO-25-26-07080,
MFG-WO-25-26-07082,
MFG-WO-25-26-07083,
MFG-WO-25-26-06517,
MFG-WO-2025-22788,
MFG-WO-25-26-07099,
MFG-WO-25-26-07010,
MFG-WO-25-26-07100,
MFG-WO-25-26-07104,
MFG-WO-25-26-07012,
MFG-WO-25-26-07101,
MFG-WO-25-26-07137,
MFG-WO-25-26-07138,
MFG-WO-25-26-07140-1,
MFG-WO-25-26-07139,
MFG-WO-25-26-07152,
MFG-WO-25-26-07158,
MFG-WO-25-26-07159,
MFG-WO-25-26-07160,
MFG-WO-25-26-07174,
MFG-WO-25-26-07169-1,
MFG-WO-25-26-07171,
MFG-WO-25-26-07168-1,
MFG-WO-25-26-07166,
MFG-WO-25-26-07193,
MFG-WO-25-26-07194,
MFG-WO-25-26-07195,
MFG-WO-25-26-07198,
MFG-WO-25-26-07196,
MFG-WO-25-26-07231,
MFG-WO-25-26-07230,
MFG-WO-25-26-07240,
MFG-WO-25-26-07239,
MFG-WO-25-26-07115,
MFG-WO-25-26-07116,
MFG-WO-25-26-07228,
MFG-WO-25-26-07229,
MFG-WO-25-26-07227,
MFG-WO-25-26-07333,
MFG-WO-25-26-07232,
MFG-WO-25-26-07352,
MFG-WO-2025-25004,
MFG-WO-2025-25010,
MFG-WO-2025-25012,
MFG-WO-25-26-07350,
MFG-WO-25-26-07357,
MFG-WO-25-26-07362,
MFG-WO-25-26-07360,
MFG-WO-25-26-07351,
MFG-WO-25-26-07359,
MFG-WO-25-26-07363,
MFG-WO-25-26-07364,
MFG-WO-25-26-07366,
MFG-WO-25-26-07361,
MFG-WO-25-26-07434,
MFG-WO-25-26-07397,
MFG-WO-2025-25292,
MFG-WO-2025-25291,
MFG-WO-25-26-07399,
MFG-WO-25-26-07367,
MFG-WO-25-26-07485,
MFG-WO-2025-25435,
MFG-WO-2025-25436,
MFG-WO-25-26-07483,
MFG-WO-25-26-07482,
MFG-WO-25-26-06083,
MFG-WO-25-26-07507,
MFG-WO-25-26-07529,
MFG-WO-25-26-07526,
MFG-WO-25-26-07527,
MFG-WO-25-26-07530,
MFG-WO-25-26-07528-1,
MFG-WO-2025-25539,
MFG-WO-25-26-07534,
MFG-WO-25-26-07533,
MFG-WO-25-26-07546,
